Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
198243024,1.815288935,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Separated,LGBTQIAPN+,Catholic,Other responses,No children,13,Heavy user (14-8)
198245460,0.813394536,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
198245461,1.020946448,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Single,Heterosexual,Atheist / No religion,Man,No children,3,Low user (3-1)
198247642,3.433728308,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Higher Education,B2,"From R$ 28,241.00 to R$ 70,060.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,8,Heavy user (14-8)
198248761,1.080935849,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,6,Medium user (7-4)
198248976,0.683575242,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,B2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
198249171,1.064847626,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Heterosexual,Afro-Brazilian,Woman,Children,8,Heavy user (14-8)
198249273,1.286218779,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
198249703,1.525565416,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Higher Education,B2,Don’t know,Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Man,No children,4,Medium user (7-4)
198250980,1.214836657,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,6,Medium user (7-4)
198252215,0.673073724,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C1,Don’t know,Always connected,Black,Separated,LGBTQIAPN+,Undefined,Man,Children,1,Low user (3-1)
198253057,0.964755447,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Higher Education,B2,Don’t know,Almost always connected,Black,Single,Heterosexual,Catholic,Man,No children,12,Heavy user (14-8)
198253221,3.803388677,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Separated,Heterosexual,Evangelical,Woman,Children,14,Heavy user (14-8)
198255595,1.018834801,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Elementary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
198256081,0.712622605,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C1,"Up to R$ 1,412.00",Never connected,Black,Separated,Other,Evangelical,Woman,Children,2,Low user (3-1)
198256082,1.675001726,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,Children,0,No user (0)
198256083,1.000471463,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Black,Single,Other,Catholic,Man,No children,3,Low user (3-1)
198256532,1.147974299,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Evangelical,Man,No children,6,Medium user (7-4)
198256922,1.7147473,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
198258810,1.675001726,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
198259099,3.509044554,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Widowed,Other,Catholic,Man,Children,0,No user (0)
198259100,1.083865262,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
198259101,1.815288935,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,9,Heavy user (14-8)
198259102,0.964755447,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Undefined,Man,No children,3,Low user (3-1)
198259103,1.078700124,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Evangelical,Woman,No children,3,Low user (3-1)
198259104,1.639050389,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Higher Education,C2,Refused to answer,Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,No children,6,Medium user (7-4)
198259105,4.262980047,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,B2,"Up to R$ 1,412.00",Almost always connected,White,Single,Heterosexual,Undefined,Woman,No children,9,Heavy user (14-8)
198259106,3.734836924,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Evangelical,Woman,No children,9,Heavy user (14-8)
198259107,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,A,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
198259108,3.433728308,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,8,Heavy user (14-8)
198260819,1.630446308,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,B2,"From R$ 14,121.00 to R$ 28,240.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
198285874,0.813394536,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Black,Married,Heterosexual,Other,Woman,Children,1,Low user (3-1)
198287003,1.000471463,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Black,Married,Heterosexual,Catholic,Man,No children,0,No user (0)
198287322,0.693666686,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
198288256,0.645638421,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,7,Medium user (7-4)
198288294,0.683575242,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,LGBTQIAPN+,Undefined,Woman,Children,9,Heavy user (14-8)
198289090,0.158225716,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Asian,Single,Heterosexual,Evangelical,Woman,No children,2,Low user (3-1)
198289691,1.590391714,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B1,"From R$ 14,121.00 to R$ 28,240.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
198290735,1.018834801,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Black,Single,Other,Catholic,Man,No children,0,No user (0)
198292085,1.675001726,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
198293813,0.768253049,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Evangelical,Man,Children,7,Medium user (7-4)
198295210,0.683575242,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Black,Married,Heterosexual,Catholic,Woman,No children,4,Medium user (7-4)
198295238,1.000471463,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,B2,Refused to answer,Always connected,Black,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
198296580,1.286218779,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
198297947,1.096893424,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C2,Don’t know,Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,4,Medium user (7-4)
198298289,1.078700124,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Black,Widowed,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
198299116,0.768253049,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,5,Medium user (7-4)
198299389,0.9738587,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Man,No children,1,Low user (3-1)
198302846,3.582600434,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Higher Education,B2,Don’t know,Always connected,White,Single,Heterosexual,Evangelical,Woman,No children,8,Heavy user (14-8)
198304736,0.725702568,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Black,Married,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
198306187,1.083865262,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
198307685,1.539960367,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,8,Heavy user (14-8)
198405166,1.214836657,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Undefined,Man,Children,4,Medium user (7-4)
198405167,1.517557067,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Elementary,D/E,"Up to R$ 1,412.00",Sometimes connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,11,Heavy user (14-8)
198405168,1.539960367,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Separated,Heterosexual,Atheist / No religion,Man,Children,4,Medium user (7-4)
198405169,1.096893424,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
198473865,3.803388677,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Separated,Heterosexual,Undefined,Woman,Children,4,Medium user (7-4)
198473866,4.026394666,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,A,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,LGBTQIAPN+,Undefined,Man,No children,9,Heavy user (14-8)
198473867,1.683840931,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
198473868,1.590391714,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B2,"From R$ 14,121.00 to R$ 28,240.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,9,Heavy user (14-8)
198473869,1.024211327,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Black,Single,Heterosexual,Catholic,Man,No children,3,Low user (3-1)
198473870,1.096893424,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,7,Medium user (7-4)
198473871,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
198473872,2.404063191,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,B1,"From R$ 2,825.00 to R$ 4,236.00",Never connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,2,Low user (3-1)
198795751,3.734836924,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,White,Separated,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
198795752,1.147974299,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,LGBTQIAPN+,Evangelical,Man,No children,4,Medium user (7-4)
198800478,1.083865262,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Separated,Heterosexual,Undefined,Man,Children,4,Medium user (7-4)
198800479,1.064329824,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C2,"Up to R$ 1,412.00",Sometimes connected,Mixed,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
198800482,3.582600434,Belo Horizonte,Minas Gerais,Sudeste,16 a 24,Higher Education,B2,"From R$ 28,241.00 to R$ 70,060.00",Always connected,White,Single,LGBTQIAPN+,Afro-Brazilian,Woman,No children,8,Heavy user (14-8)
198800483,1.078700124,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Elementary,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
198833426,0.655169814,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C1,"From R$ 28,241.00 to R$ 70,060.00",Always connected,Black,Single,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
198835571,1.000471463,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Always connected,Black,Separated,LGBTQIAPN+,Evangelical,Woman,Children,1,Low user (3-1)
198840046,0.813394536,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,4,Medium user (7-4)
198842948,3.803388677,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,White,Single,LGBTQIAPN+,Catholic,Woman,No children,13,Heavy user (14-8)
199340534,1.024211327,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Married,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
199341806,1.683840931,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Widowed,Other,Catholic,Woman,Children,5,Medium user (7-4)
199344662,3.592309538,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Catholic,Man,No children,0,No user (0)
199345916,1.126868373,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Widowed,Heterosexual,Spiritist | Kardecist,Woman,No children,7,Medium user (7-4)
199347247,3.715231158,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,D/E,"Up to R$ 1,412.00",Sometimes connected,White,Married,Heterosexual,Catholic,Woman,No children,0,No user (0)
199347674,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
199349532,0.655169814,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,LGBTQIAPN+,Evangelical,Man,No children,1,Low user (3-1)
199350810,1.064329824,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Man,Children,1,Low user (3-1)
199352921,1.921952802,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,9,Heavy user (14-8)
199353000,3.527562246,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,White,Married,Heterosexual,Atheist / No religion,Man,Children,4,Medium user (7-4)
199356491,1.639050389,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,10,Heavy user (14-8)
199359176,1.064329824,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
199361627,3.734836924,Belo Horizonte,Minas Gerais,Sudeste,60 +,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
199362367,4.262980047,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Afro-Brazilian,Woman,Children,11,Heavy user (14-8)
199362646,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,8,Heavy user (14-8)
199365024,1.619582852,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,LGBTQIAPN+,Catholic,Man,No children,6,Medium user (7-4)
199367442,0.68542778,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,A,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Widowed,Heterosexual,Undefined,Man,Children,1,Low user (3-1)
199371270,1.675001726,Belo Horizonte,Minas Gerais,Sudeste,60 +,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Widowed,Heterosexual,Catholic,Woman,No children,2,Low user (3-1)
199481024,1.083865262,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Man,Children,8,Heavy user (14-8)
199482745,1.921952802,Belo Horizonte,Minas Gerais,Sudeste,25 a 34,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,No children,7,Medium user (7-4)
199484336,1.126868373,Belo Horizonte,Minas Gerais,Sudeste,60 +,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,5,Medium user (7-4)
199494338,1.630446308,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
199495551,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,No children,10,Heavy user (14-8)
199495608,1.03108129,Belo Horizonte,Minas Gerais,Sudeste,35 a 44,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
199496291,1.147551686,Belo Horizonte,Minas Gerais,Sudeste,45 a 59,Secondary,C1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
